year,apogee,proca,pruned,plot,score_factor
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,2
2018,None,No,Yes,A.III,2
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,1
2018,None,No,Yes,A.III,3
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,2
2018,None,No,Yes,A.III,1
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,2
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,3
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,3
2018,None,No,Yes,A.III,2
2018,None,No,Yes,A.III,4
2018,None,No,Yes,A.III,3
2018,None,No,Yes,A.III,1
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,3
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,4
2019,None,No,Yes,A.III,3
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,3
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,3
2018,None,No,No,B.III,2
2018,None,No,No,B.III,3
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,3
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,3
2018,None,No,No,B.III,3
2018,None,No,No,B.III,3
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2018,None,No,No,B.III,2
2019,None,No,No,B.III,4
2019,None,No,No,B.III,3
2019,None,No,No,B.III,3
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,3
2019,None,No,No,B.III,3
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,2
2019,None,No,No,B.III,2
2019,None,No,No,B.III,3
2019,None,No,No,B.III,4
2019,None,No,No,B.III,2
2019,None,No,No,B.III,3
2019,None,No,No,B.III,3
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2019,None,No,No,B.III,4
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,1
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,1
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,3
2018,Bloom,Yes,Yes,C.III,4
2018,Bloom,Yes,Yes,C.III,3
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,2
2018,Bloom,Yes,Yes,C.III,1
2018,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,3
2019,Bloom,Yes,Yes,C.III,3
2019,Bloom,Yes,Yes,C.III,3
2019,Bloom,Yes,Yes,C.III,4
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,4
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,3
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,3
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,4
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,3
2019,Bloom,Yes,Yes,C.III,4
2019,Bloom,Yes,Yes,C.III,2
2019,Bloom,Yes,Yes,C.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,4
2018,Bloom,Yes,No,D.III,2
2018,Bloom,Yes,No,D.III,2
2019,Bloom,Yes,No,D.III,3
2019,Bloom,Yes,No,D.III,3
2019,Bloom,Yes,No,D.III,3
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,1
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,2
2019,Bloom,Yes,No,D.III,2
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,3
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,3
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,2
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,2
2019,Bloom,Yes,No,D.III,4
2019,Bloom,Yes,No,D.III,2
2019,Bloom,Yes,No,D.III,3
2019,Bloom,Yes,No,D.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,1
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,1
2018,Symptom,Yes,Yes,E.III,1
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,2
2019,Symptom,Yes,Yes,E.III,1
2019,Symptom,Yes,Yes,E.III,2
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,4
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,1
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,1
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,1
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,2
2018,Symptom,Yes,No,F.III,1
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,4
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,4
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,3
2019,Symptom,Yes,No,F.III,1
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,4
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,2
2019,Symptom,Yes,No,F.III,4
2019,Symptom,Yes,No,F.III,4
2019,Symptom,Yes,No,F.III,4
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,4
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,4
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,3
2018,None,No,Yes,A.IV,2
2018,None,No,Yes,A.IV,2
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,3
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,3
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2019,None,No,Yes,A.IV,4
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,3
2018,None,No,No,B.IV,3
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,2
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,4
2018,None,No,No,B.IV,3
2018,None,No,No,B.IV,4
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,1
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,4
2019,None,No,No,B.IV,3
2019,None,No,No,B.IV,3
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,4
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,4
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2018,Bloom,Yes,Yes,C.IV,1
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,1
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,1
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,3
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,3
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,3
2019,Bloom,Yes,Yes,C.IV,4
2019,Bloom,Yes,Yes,C.IV,3
2019,Bloom,Yes,Yes,C.IV,3
2019,Bloom,Yes,Yes,C.IV,4
2019,Bloom,Yes,Yes,C.IV,4
2019,Bloom,Yes,Yes,C.IV,4
2019,Bloom,Yes,Yes,C.IV,4
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,0
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,2
2019,Bloom,Yes,Yes,C.IV,3
2019,Bloom,Yes,Yes,C.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,4
2018,Bloom,Yes,No,D.IV,4
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,3
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,3
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,4
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,2
2018,Bloom,Yes,No,D.IV,4
2019,Bloom,Yes,No,D.IV,1
2019,Bloom,Yes,No,D.IV,4
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,2
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,4
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,2
2019,Bloom,Yes,No,D.IV,4
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,2
2019,Bloom,Yes,No,D.IV,1
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,2
2019,Bloom,Yes,No,D.IV,2
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,2
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,3
2019,Bloom,Yes,No,D.IV,1
2019,Bloom,Yes,No,D.IV,3
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,4
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,1
2018,Symptom,Yes,Yes,E.IV,1
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,1
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,1
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,3
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2018,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,3
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,3
2019,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,3
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,2
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,4
2019,Symptom,Yes,Yes,E.IV,3
2019,Symptom,Yes,Yes,E.IV,3
2019,Symptom,Yes,Yes,E.IV,4
2018,Symptom,Yes,No,F.IV,1
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,1
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,1
2018,Symptom,Yes,No,F.IV,1
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,4
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,3
2018,Symptom,Yes,No,F.IV,1
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2018,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,3
2019,Symptom,Yes,No,F.IV,3
2019,Symptom,Yes,No,F.IV,4
2019,Symptom,Yes,No,F.IV,3
2019,Symptom,Yes,No,F.IV,3
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,1
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,3
2019,Symptom,Yes,No,F.IV,4
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,3
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
2019,Symptom,Yes,No,F.IV,2
